ID,Service,Voice,Input Set,Language,Text,Text Length,Latency (s)
2867259315571869068,Eleven Labs,JP,formatted,TL,"Nakipagpulong kami sa 4 na stakeholder mula sa Grand Island Express kahapon. Magandang pagpupulong. engaged na sila. Malaking potensyal na mapabuti ang kanilang predicability ng paghahatid at makatipid sa kanila ng oras sa kasalukuyang nangangailangan ng maraming tawag sa telepono at email sa pagitan ng dispatcher at driver. Takeaways:
 - Ang Fleet Manager ay ang taong ino-optimize namin.
 - Pinakamahusay silang makamit mula sa isang voice messaging solution kung saan maaari silang magkaroon ng aktibong 1-1 na pag-uusap sa 50+ na driver sa isang araw upang i-coordinate ang mga timeline ng resibo at muling ruta kung kinakailangan.
 - Mayroong ilang mga hadlang sa wika na bahagyang malulutas namin gamit ang mga isinaling transcript (ngayon) at ganap na may mga pagsasalin ng audio2audio sa hinaharap
 - Ang daloy ng trabaho na ito ay may direkta at hindi direktang potensyal na pang-ibabaw: makatipid sa gastos kumpara sa serbisyo ng pagsasalin na ginagamit nila ngayon, mas mahuhulaan para sa mga customer = pinahusay na reputasyon at mga booking, potensyal na makapaghatid ng mas mabilis at limitahan ang downtime ng driver dahil mas madali nilang mahulaan ang mga timeline ng paghahatid at malutas ang mga implikasyon ng receivership at backhaul",1256,16.29
6486191326865400979,Eleven Labs,JP,formatted,cmn-CN,"昨天我们会见了 Grand Island Express 的 4 位利益相关者。 很好的会议。 他们订婚了。 提高送货的可预测性并节省时间的巨大潜力，因为目前调度员和司机之间需要大量的电话和电子邮件。 要点：
 - 车队经理是我们正在优化的人。
 - 他们从语音消息解决方案中获益最多，在该解决方案中，他们可以在一天内与 50 多名司机进行积极的 1-1 对话，以协调收货时间表并根据需要重新安排路线。
 - 有一些语言障碍，我们可以通过翻译文本（今天）部分解决，并在未来通过音频到音频翻译完全解决
 - 此工作流程具有直接和间接的底线潜力：与他们今天使用的翻译服务相比，可以节省成本，为客户提供更高的可预测性 = 提高声誉和预订量，加快交付速度并限制司机停机时间的潜力，因为他们可以更轻松地预测交付时间并解决接管和回程影响",362,14.98
4468868934214990892,Eleven Labs,JP,numbers_and_acronyms,en-US,The receiver is located at 1567 W Oakley St. Take the RH turn at Main St. Whats your ETA? They are expecting you at 2:30pm CT. Go to https://espn.com to learn more.,164,4.43
4116615072644817768,Eleven Labs,JP,numbers_and_acronyms,es-ES,El receptor está ubicado en 1567 W Oakley St. Tome el giro a la derecha en Main St. ¿Cuál es su ETA? Te esperan a las 2:30 p. m. CT. Vaya a https://espn.com para obtener más información.,186,4.03
4116615072644817768,Eleven Labs,JP,numbers_and_acronyms,es-MX,El receptor está ubicado en 1567 W Oakley St. Tome el giro a la derecha en Main St. ¿Cuál es su ETA? Te esperan a las 2:30 p. m. CT. Vaya a https://espn.com para obtener más información.,186,4.39
4407625864567916659,Eleven Labs,JP,numbers_and_acronyms,pt-PT,O receptor está localizado em 1567 W Oakley St. Faça a curva RH na Main St. Qual é o seu HEC? Eles estão esperando você às 14h30 CT. Acesse https://espn.com para saber mais.,173,5.71
522182621090116356,Eleven Labs,JP,numbers_and_acronyms,fr-FR,Le récepteur est situé au 1567 W Oakley St. Prenez le virage à droite sur Main St. Quelle est votre ETA ? Ils vous attendent à 14h30 CT. Accédez à https://espn.com pour en savoir plus.,184,4.48
522182621090116356,Eleven Labs,JP,numbers_and_acronyms,fr-CA,Le récepteur est situé au 1567 W Oakley St. Prenez le virage à droite sur Main St. Quelle est votre ETA ? Ils vous attendent à 14h30 CT. Accédez à https://espn.com pour en savoir plus.,184,4.64
4247845618856235683,Eleven Labs,JP,numbers_and_acronyms,TL,Ang receiver ay matatagpuan sa 1567 W Oakley St. Lumiko sa RH sa Main St. Ano ang iyong ETA? Inaasahan ka nila sa 2:30pm CT. Pumunta sa https://espn.com para matuto pa.,168,4.07
3258869684241749056,Eleven Labs,JP,numbers_and_acronyms,cmn-CN,接收器位于 1567 W Oakley St。在 Main St 右转。您的预计到达时间是多少？ 他们将于中部时间下午 2:30 等您。 请访问 https://espn.com 了解更多信息。,97,7.54
7288569848847293391,Eleven Labs,JP,names,en-US,Wendy Thompson from Acme Supply in Chattanooga is expecting you to call Ryan McGarvey and JP Gooderham this afternoon. Nick DePrey is also awaiting your call.,158,5.08
7504013599272995186,Eleven Labs,JP,names,es-ES,Wendy Thompson de Acme Supply en Chattanooga espera que llame a Ryan McGarvey y JP Gooderham esta tarde. Nick DePrey también está esperando tu llamada.,151,2.45
7504013599272995186,Eleven Labs,JP,names,es-MX,Wendy Thompson de Acme Supply en Chattanooga espera que llame a Ryan McGarvey y JP Gooderham esta tarde. Nick DePrey también está esperando tu llamada.,151,2.68
7901931599237492201,Eleven Labs,JP,names,pt-PT,"Wendy Thompson, da Acme Supply em Chattanooga, espera que você ligue para Ryan McGarvey e JP Gooderham esta tarde. Nick DePrey também está aguardando sua ligação.",162,5.02
7469332945447953936,Eleven Labs,JP,names,fr-FR,Wendy Thompson d'Acme Supply à Chattanooga s'attend à ce que vous appeliez Ryan McGarvey et JP Gooderham cet après-midi. Nick DePrey attend également votre appel.,162,2.62
7469332945447953936,Eleven Labs,JP,names,fr-CA,Wendy Thompson d'Acme Supply à Chattanooga s'attend à ce que vous appeliez Ryan McGarvey et JP Gooderham cet après-midi. Nick DePrey attend également votre appel.,162,2.65
3479249818846168676,Eleven Labs,JP,names,TL,Inaasahan ni Wendy Thompson mula sa Acme Supply sa Chattanooga na tatawagan mo sina Ryan McGarvey at JP Gooderham ngayong hapon. Hinihintay din ni Nick DePrey ang iyong tawag.,175,4.43
2302176893712665495,Eleven Labs,JP,names,cmn-CN,查塔努加 Acme Supply 的 Wendy Thompson 希望您今天下午给 Ryan McGarvey 和 JP Gooderham 打电话。,76,2.61
3463209206624143021,Google Cloud TTS,Neural2,simple,en-US,Hello. how are you?,19,0.45
6636230913307458154,Google Cloud TTS,Neural2,simple,en-US,The quick brown fox jumps over the lazy dog.,44,0.81
1026125687953941105,Google Cloud TTS,Neural2,simple,en-US,Peter Piper picked a pack of pickled peppers.,45,0.36
5668345836006425275,Google Cloud TTS,Neural2,simple,es-ES,Hola. ¿Cómo estás?,18,0.84
6803755582984326084,Google Cloud TTS,Neural2,simple,es-ES,El rápido zorro marrón salta sobre el perro perezoso.,53,1.48
6767525401244978242,Google Cloud TTS,Neural2,simple,es-ES,Peter Piper eligió un paquete de pimientos encurtidos.,54,0.39
5668345836006425275,Google Cloud TTS,Neural2,simple,es-MX,Hola. ¿Cómo estás?,18,0.38
6803755582984326084,Google Cloud TTS,Neural2,simple,es-MX,El rápido zorro marrón salta sobre el perro perezoso.,53,1.35
8310404198412913953,Google Cloud TTS,Neural2,simple,es-MX,Peter Piper recogió un paquete de pimientos encurtidos.,55,0.39
8568014066768759835,Google Cloud TTS,Neural2,simple,pt-PT,Olá. Como você está?,20,0.3
4901244963809210010,Google Cloud TTS,Neural2,simple,pt-PT,A rápida raposa marrom pula sobre o cachorro preguiçoso.,56,2.63
8973085570098823348,Google Cloud TTS,Neural2,simple,pt-PT,Peter Piper pegou um pacote de pimentos em conserva.,52,3.04
6061419079668076190,Google Cloud TTS,Neural2,simple,fr-FR,Bonjour. Comment allez-vous ?,29,1.53
666305375569047002,Google Cloud TTS,Neural2,simple,fr-FR,Le rapide renard brun saute par-dessus le chien paresseux.,58,0.67
5452304025126979970,Google Cloud TTS,Neural2,simple,fr-FR,Peter Piper a cueilli un paquet de poivrons marinés.,52,0.46
6061419079668076190,Google Cloud TTS,Neural2,simple,fr-CA,Bonjour. Comment allez-vous ?,29,2.43
6988245085944796167,Google Cloud TTS,Neural2,simple,fr-CA,Le renard brun saute par-dessus le chien paresseux.,51,1.46
5452304025126979970,Google Cloud TTS,Neural2,simple,fr-CA,Peter Piper a cueilli un paquet de poivrons marinés.,52,2.63
7045461708274549370,Google Cloud TTS,Neural2,simple,TL,Kumusta. Kumusta ka?,20,0.35
492917765071227248,Google Cloud TTS,Neural2,simple,TL,Tumalon ang mabilis na kayumanggi na lobos sa tamad na aso.,59,0.51
5459131201249348177,Google Cloud TTS,Neural2,simple,TL,Pumili ni Peter Piper ng isang pakete ng mga inakado na paminta.,64,2.24
1728469627049255936,Google Cloud TTS,Neural2,simple,cmn-CN,你好你好嗎,5,0.28
6504995294711554026,Google Cloud TTS,Neural2,simple,cmn-CN,快速的棕色狐狸跳過懶狗。,12,0.28
5905374095968148296,Google Cloud TTS,Neural2,simple,cmn-CN,彼得·派珀摘了一包醃辣椒。,13,0.61
6394860933610329165,Google Cloud TTS,Neural2,punctuation,en-US,What is your estimated time of arival?,38,0.31
4145930877960215796,Google Cloud TTS,Neural2,punctuation,en-US,What is your estimated time of arival?!,39,1.32
2292671894904632805,Google Cloud TTS,Neural2,punctuation,en-US,What is your estimated time of arival!,38,0.37
5938988177187412928,Google Cloud TTS,Neural2,punctuation,en-US,WHAT IS YOUR ESTIMATED TIME OF ARIVAL,37,1.77
409035492437808954,Google Cloud TTS,Neural2,punctuation,es-ES,¿Cuál es su hora estimada de llegada?,37,2.22
1238301597618625717,Google Cloud TTS,Neural2,punctuation,es-ES,¡Cuál es su hora estimada de llegada?,37,0.6
5909838724828635518,Google Cloud TTS,Neural2,punctuation,es-ES,¡Cuál es su hora estimada de llegada!,37,0.3
3528068777157644431,Google Cloud TTS,Neural2,punctuation,es-ES,CUÁL ES SU HORA ESTIMADA DE LLEGADA,35,1.16
409035492437808954,Google Cloud TTS,Neural2,punctuation,es-MX,¿Cuál es su hora estimada de llegada?,37,0.63
1238301597618625717,Google Cloud TTS,Neural2,punctuation,es-MX,¡Cuál es su hora estimada de llegada?,37,0.31
5909838724828635518,Google Cloud TTS,Neural2,punctuation,es-MX,¡Cuál es su hora estimada de llegada!,37,0.34
3528068777157644431,Google Cloud TTS,Neural2,punctuation,es-MX,CUÁL ES SU HORA ESTIMADA DE LLEGADA,35,0.64
6963927161267299494,Google Cloud TTS,Neural2,punctuation,pt-PT,Qual é a sua hora estimada de chegada?,38,1.68
5720932476813472683,Google Cloud TTS,Neural2,punctuation,pt-PT,Qual é a sua hora estimada de chegada?!,39,1.18
8763424849636643832,Google Cloud TTS,Neural2,punctuation,pt-PT,Qual é a sua hora estimada de chegada!,38,0.38
9073617300497966471,Google Cloud TTS,Neural2,punctuation,pt-PT,QUAL É A SUA HORA ESTIMADA DE CHEGADA,37,3.06
5218358789969457594,Google Cloud TTS,Neural2,punctuation,fr-FR,Quelle est votre heure d'arrivée estimée ?,42,2.52
4779085507289304700,Google Cloud TTS,Neural2,punctuation,fr-FR,Quelle est votre heure d'arrivée estimée !,42,0.49
7402325984502547848,Google Cloud TTS,Neural2,punctuation,fr-FR,Quelle est votre heure d'arrivée estimée ?!,43,2.98
3147218506933089535,Google Cloud TTS,Neural2,punctuation,fr-FR,QUELLE EST VOTRE HEURE D'ARRIVÉE ESTIMÉE,40,1.73
4285394411231008908,Google Cloud TTS,Neural2,punctuation,fr-CA,Quelle est votre heure d'arrivée prévue ?,41,2.37
4861836212913684735,Google Cloud TTS,Neural2,punctuation,fr-CA,Quelle est votre heure d'arrivée prévue ?!,42,3.76
2155518881546414070,Google Cloud TTS,Neural2,punctuation,fr-CA,Quelle est votre heure d'arrivée prévue !,41,2.54
4729656106292299734,Google Cloud TTS,Neural2,punctuation,fr-CA,QUELLE EST VOTRE HEURE D'ARRIVÉE PRÉVUE,39,0.45
1734172674330584902,Google Cloud TTS,Neural2,punctuation,TL,Ano ang iyong tinatayang oras ng pagdating?,43,0.31
3050515936358979461,Google Cloud TTS,Neural2,punctuation,TL,Ano ang iyong tinatayang oras ng pagdating?!,44,0.4
1890225183133358632,Google Cloud TTS,Neural2,punctuation,TL,Ano ang iyong tinatayang oras ng pagdating!,43,0.51
6086512667817900912,Google Cloud TTS,Neural2,punctuation,TL,ANO ANG IYONG TINATAYANG ORAS NG PAGDATING,42,0.36
6540790213599842058,Google Cloud TTS,Neural2,punctuation,cmn-CN,您的預計抵達時間是多少？,12,0.26
300091040317103759,Google Cloud TTS,Neural2,punctuation,cmn-CN,您的預計抵達時間是多少 ?!,14,0.31
1354476477386351937,Google Cloud TTS,Neural2,punctuation,cmn-CN,您的預計抵達時間是多少 !,13,0.36
5139427897528735161,Google Cloud TTS,Neural2,punctuation,cmn-CN,您的預計抵達時間是多少,11,0.31
3847726358492596329,Google Cloud TTS,Neural2,emojis,en-US,"🚨 Urgent, please read. 🚨",24,0.34
1687109503146717794,Google Cloud TTS,Neural2,emojis,en-US,🚨👀🚚🥇📦👇,6,0.33
6875820873675509052,Google Cloud TTS,Neural2,emojis,es-ES,"🚨 Urgente, por favor lee. 🚨",27,0.38
1687109503146717794,Google Cloud TTS,Neural2,emojis,es-ES,🚨👀🚚🥇📦👇,6,0.45
4846348643933080627,Google Cloud TTS,Neural2,emojis,es-MX,"🚨 Urgente, por favor lea. 🚨",27,0.39
1687109503146717794,Google Cloud TTS,Neural2,emojis,es-MX,🚨👀🚚🥇📦👇,6,1.58
8438205326172078336,Google Cloud TTS,Neural2,emojis,pt-PT,"🚨 Urgente, por favor, leia. 🚨",29,0.94
1687109503146717794,Google Cloud TTS,Neural2,emojis,pt-PT,🚨👀🚚🥇📦👇,6,0.39
6844320105950722603,Google Cloud TTS,Neural2,emojis,fr-FR,"🚨 C'est urgent, veuillez lire. 🚨",32,0.62
1687109503146717794,Google Cloud TTS,Neural2,emojis,fr-FR,🚨👀🚚🥇📦👇,6,1.01
9112258877028663840,Google Cloud TTS,Neural2,emojis,fr-CA,"🚨 Urgent, veuillez lire. 🚨",26,1.68
1687109503146717794,Google Cloud TTS,Neural2,emojis,fr-CA,🚨👀🚚🥇📦👇,6,0.87
4983247511418622839,Google Cloud TTS,Neural2,emojis,TL,"🚨 Kagad, mangyaring basahin. 🚨",30,0.5
1687109503146717794,Google Cloud TTS,Neural2,emojis,TL,🚨👀🚚🥇📦👇,6,0.29
5304210100979390629,Google Cloud TTS,Neural2,emojis,cmn-CN,🚨 緊急，請閱讀。 🚨,11,0.31
1687109503146717794,Google Cloud TTS,Neural2,emojis,cmn-CN,🚨👀🚚🥇📦👇,6,0.33
5012900597564205643,Google Cloud TTS,Neural2,formatted,en-US,"We met with 4 stakeholders from Grand Island Express yesterday. Good meeting. They're engaged. Huge potential to improve their predictability of delivery and save them time in what currently requires lots of phone calls and emails between dispatcher and driver. Takeaways:
 - The Fleet Manager is the person we are optimizing for.
 - They stand the most to gain from a voice messaging solution where they can have active 1-1 conversations with 50+ drivers in a single day to coordinate receipt timelines and re-route as necessary.
 - There are some language barriers which we can solve partially with translated transcripts (today) and fully with audio2audio translations in the future
 - This workflow has direct and indirect bottom line potential: cost savings vs the translation service they use today, greater predictability for customers = improved reputation and bookings, potential to deliver faster and limit driver downtime because they can more readily predict delivery timelines and solve for receivership and backhaul implications",1042,2.76
5592522566376293303,Google Cloud TTS,Neural2,formatted,es-ES,"Ayer nos reunimos con 4 partes interesadas de Grand Island Express. Buena reunión. Están comprometidos. Enorme potencial para mejorar su previsibilidad de entrega y ahorrarles tiempo en lo que actualmente requiere muchas llamadas telefónicas y correos electrónicos entre el despachador y el conductor. Conclusiones:
 - El administrador de flota es la persona para la que estamos optimizando.
 - Son los que más pueden ganar con una solución de mensajería de voz donde pueden tener conversaciones individuales activas con más de 50 conductores en un solo día para coordinar los plazos de recepción y desviar la ruta según sea necesario.
 - Existen algunas barreras del idioma que podemos resolver parcialmente con transcripciones traducidas (hoy) y completamente con traducciones audio2audio en el futuro.
 - Este flujo de trabajo tiene potencial directo e indirecto: ahorro de costos en comparación con el servicio de traducción que utilizan hoy, mayor previsibilidad para los clientes. = reputación y reservas mejoradas, potencial para realizar entregas más rápido y limitar el tiempo de inactividad de los conductores porque pueden predecir más fácilmente los plazos de entrega y resolver las implicaciones de la administración judicial y el backhaul",1252,2.05
5592522566376293303,Google Cloud TTS,Neural2,formatted,es-MX,"Ayer nos reunimos con 4 partes interesadas de Grand Island Express. Buena reunión. Están comprometidos. Enorme potencial para mejorar su previsibilidad de entrega y ahorrarles tiempo en lo que actualmente requiere muchas llamadas telefónicas y correos electrónicos entre el despachador y el conductor. Conclusiones:
 - El administrador de flota es la persona para la que estamos optimizando.
 - Son los que más pueden ganar con una solución de mensajería de voz donde pueden tener conversaciones individuales activas con más de 50 conductores en un solo día para coordinar los plazos de recepción y desviar la ruta según sea necesario.
 - Existen algunas barreras del idioma que podemos resolver parcialmente con transcripciones traducidas (hoy) y completamente con traducciones audio2audio en el futuro.
 - Este flujo de trabajo tiene potencial directo e indirecto: ahorro de costos en comparación con el servicio de traducción que utilizan hoy, mayor previsibilidad para los clientes. = reputación y reservas mejoradas, potencial para realizar entregas más rápido y limitar el tiempo de inactividad de los conductores porque pueden predecir más fácilmente los plazos de entrega y resolver las implicaciones de la administración judicial y el backhaul",1252,2.05
3197426099597519985,Google Cloud TTS,Neural2,formatted,pt-PT,"Ontem nos reunimos com 4 partes interessadas da Grand Island Express. Bom encontro. Eles estão noivos. Enorme potencial para melhorar a previsibilidade de entrega e economizar tempo no que atualmente exige muitos telefonemas e e-mails entre o despachante e o motorista. Conclusões:
 - O Gerente de Frota é a pessoa para quem estamos otimizando.
 - Eles têm mais a ganhar com uma solução de mensagens de voz onde podem ter conversas individuais ativas com mais de 50 motoristas em um único dia para coordenar os cronogramas de recebimento e redirecionar conforme necessário.
 - Existem algumas barreiras linguísticas que podemos resolver parcialmente com transcrições traduzidas (hoje) e totalmente com traduções audio2audio no futuro
 - Este fluxo de trabalho tem potencial direto e indireto de resultados: economia de custos em comparação com o serviço de tradução que utilizam hoje, maior previsibilidade para os clientes = melhor reputação e reservas, potencial para entregar mais rapidamente e limitar o tempo de inatividade do motorista porque eles podem prever mais prontamente os prazos de entrega e resolver implicações de recuperação judicial e backhaul",1162,2.44
8879900643503953991,Google Cloud TTS,Neural2,formatted,fr-FR,"Nous avons rencontré hier 4 parties prenantes de Grand Island Express. Bonne rencontre. Ils sont fiancés. Un énorme potentiel pour améliorer leur prévisibilité de livraison et leur faire gagner du temps dans ce qui nécessite actuellement de nombreux appels téléphoniques et e-mails entre le répartiteur et le chauffeur. À retenir :
 - Le gestionnaire de flotte est la personne pour laquelle nous optimisons.
 - Ce sont eux qui ont le plus à gagner d'une solution de messagerie vocale qui leur permet d'avoir des conversations actives en tête-à-tête avec plus de 50 chauffeurs en une seule journée pour coordonner les délais de réception et réacheminer si nécessaire.
 - Il existe certaines barrières linguistiques que nous pouvons résoudre partiellement avec des transcriptions traduites (aujourd'hui) et entièrement avec des traductions audio-audio à l'avenir.
 - Ce flux de travail a un potentiel de résultat direct et indirect : économies de coûts par rapport au service de traduction qu'ils utilisent aujourd'hui, plus grande prévisibilité pour les clients. = amélioration de la réputation et des réservations, possibilité de livrer plus rapidement et de limiter les temps d'arrêt des chauffeurs, car ils peuvent plus facilement prédire les délais de livraison et résoudre les implications en matière de mise sous séquestre et de transport.",1344,2.15
8879900643503953991,Google Cloud TTS,Neural2,formatted,fr-CA,"Nous avons rencontré hier 4 parties prenantes de Grand Island Express. Bonne rencontre. Ils sont fiancés. Un énorme potentiel pour améliorer leur prévisibilité de livraison et leur faire gagner du temps dans ce qui nécessite actuellement de nombreux appels téléphoniques et e-mails entre le répartiteur et le chauffeur. À retenir :
 - Le gestionnaire de flotte est la personne pour laquelle nous optimisons.
 - Ce sont eux qui ont le plus à gagner d'une solution de messagerie vocale qui leur permet d'avoir des conversations actives en tête-à-tête avec plus de 50 chauffeurs en une seule journée pour coordonner les délais de réception et réacheminer si nécessaire.
 - Il existe certaines barrières linguistiques que nous pouvons résoudre partiellement avec des transcriptions traduites (aujourd'hui) et entièrement avec des traductions audio-audio à l'avenir.
 - Ce flux de travail a un potentiel de résultat direct et indirect : économies de coûts par rapport au service de traduction qu'ils utilisent aujourd'hui, plus grande prévisibilité pour les clients. = amélioration de la réputation et des réservations, possibilité de livrer plus rapidement et de limiter les temps d'arrêt des chauffeurs, car ils peuvent plus facilement prédire les délais de livraison et résoudre les implications en matière de mise sous séquestre et de transport.",1344,2.67
6583000813609596294,Google Cloud TTS,Neural2,formatted,TL,"Nakipagpulong kami sa 4 na stakeholder mula sa Grand Island Express kahapon. Magandang pagpupulong. engaged na sila. Malaking potensyal na mapabuti ang kanilang predicability ng paghahatid at makatipid sa kanila ng oras sa kasalukuyang nangangailangan ng maraming tawag sa telepono at email sa pagitan ng dispatcher at driver. Takeaways:
 - Ang Fleet Manager ay ang taong ino-optimize namin.
 - Pinakamahusay silang makamit mula sa isang voice messaging solution kung saan maaari silang magkaroon ng aktibong 1-1 na pag-uusap sa 50+ na driver sa isang araw upang i-coordinate ang mga timeline ng resibo at muling ruta kung kinakailangan.
 - Mayroong ilang mga hadlang sa wika na bahagyang malulutas namin gamit ang mga isinaling transcript (ngayon) at ganap na may mga pagsasalin ng audio2audio sa hinaharap
 - Ang daloy ng trabaho na ito ay may direkta at hindi direktang potensyal na pang-ibabaw: makatipid sa gastos kumpara sa serbisyo ng pagsasalin na ginagamit nila ngayon, mas mahuhulaan para sa mga customer = pinahusay na reputasyon at mga booking, potensyal na makapaghatid ng mas mabilis at limitahan ang downtime ng driver dahil mas madali nilang mahulaan ang mga timeline ng paghahatid at malutas ang mga implikasyon ng receivership at backhaul",1256,3.65
785229126259378429,Google Cloud TTS,Neural2,formatted,cmn-CN,"昨天我们会见了 Grand Island Express 的 4 位利益相关者。 很好的会议。 他们订婚了。 提高送货的可预测性并节省时间的巨大潜力，因为目前调度员和司机之间需要大量的电话和电子邮件。 要点：
 - 车队经理是我们正在优化的人。
 - 他们从语音消息解决方案中获益最多，在该解决方案中，他们可以在一天内与 50 多名司机进行积极的 1-1 对话，以协调收货时间表并根据需要重新安排路线。
 - 有一些语言障碍，我们可以通过翻译文本（今天）部分解决，并在未来通过音频到音频翻译完全解决
 - 此工作流程具有直接和间接的底线潜力：与他们今天使用的翻译服务相比，可以节省成本，为客户提供更高的可预测性 = 提高声誉和预订量，加快交付速度并限制司机停机时间的潜力，因为他们可以更轻松地预测交付时间并解决接管和回程影响",362,8.74
5598788532219186256,Google Cloud TTS,Neural2,numbers_and_acronyms,en-US,The receiver is located at 1567 W Oakley St. Take the RH turn at Main St. Whats your ETA? They are expecting you at 2:30pm CT. Go to https://espn.com to learn more.,164,2.15
2648415614242185560,Google Cloud TTS,Neural2,numbers_and_acronyms,es-ES,El receptor está ubicado en 1567 W Oakley St. Tome el giro a la derecha en Main St. ¿Cuál es su ETA? Te esperan a las 2:30 p. m. CT. Vaya a https://espn.com para obtener más información.,186,1.73
2648415614242185560,Google Cloud TTS,Neural2,numbers_and_acronyms,es-MX,El receptor está ubicado en 1567 W Oakley St. Tome el giro a la derecha en Main St. ¿Cuál es su ETA? Te esperan a las 2:30 p. m. CT. Vaya a https://espn.com para obtener más información.,186,1.6
6995926864517079097,Google Cloud TTS,Neural2,numbers_and_acronyms,pt-PT,O receptor está localizado em 1567 W Oakley St. Faça a curva RH na Main St. Qual é o seu HEC? Eles estão esperando você às 14h30 CT. Acesse https://espn.com para saber mais.,173,0.8
1113182746071057442,Google Cloud TTS,Neural2,numbers_and_acronyms,fr-FR,Le récepteur est situé au 1567 W Oakley St. Prenez le virage à droite sur Main St. Quelle est votre ETA ? Ils vous attendent à 14h30 CT. Accédez à https://espn.com pour en savoir plus.,184,0.86
1113182746071057442,Google Cloud TTS,Neural2,numbers_and_acronyms,fr-CA,Le récepteur est situé au 1567 W Oakley St. Prenez le virage à droite sur Main St. Quelle est votre ETA ? Ils vous attendent à 14h30 CT. Accédez à https://espn.com pour en savoir plus.,184,0.87
2004304876715005711,Google Cloud TTS,Neural2,numbers_and_acronyms,TL,Ang receiver ay matatagpuan sa 1567 W Oakley St. Lumiko sa RH sa Main St. Ano ang iyong ETA? Inaasahan ka nila sa 2:30pm CT. Pumunta sa https://espn.com para matuto pa.,168,1.26
3967590282737680483,Google Cloud TTS,Neural2,numbers_and_acronyms,cmn-CN,接收器位于 1567 W Oakley St。在 Main St 右转。您的预计到达时间是多少？ 他们将于中部时间下午 2:30 等您。 请访问 https://espn.com 了解更多信息。,97,0.55
4302095566668577217,Google Cloud TTS,Neural2,names,en-US,Wendy Thompson from Acme Supply in Chattanooga is expecting you to call Ryan McGarvey and JP Gooderham this afternoon. Nick DePrey is also awaiting your call.,158,3.17
998680253006016841,Google Cloud TTS,Neural2,names,es-ES,Wendy Thompson de Acme Supply en Chattanooga espera que llame a Ryan McGarvey y JP Gooderham esta tarde. Nick DePrey también está esperando tu llamada.,151,0.77
998680253006016841,Google Cloud TTS,Neural2,names,es-MX,Wendy Thompson de Acme Supply en Chattanooga espera que llame a Ryan McGarvey y JP Gooderham esta tarde. Nick DePrey también está esperando tu llamada.,151,1.71
6644531374356273619,Google Cloud TTS,Neural2,names,pt-PT,"Wendy Thompson, da Acme Supply em Chattanooga, espera que você ligue para Ryan McGarvey e JP Gooderham esta tarde. Nick DePrey também está aguardando sua ligação.",162,1.14
3840510415870801762,Google Cloud TTS,Neural2,names,fr-FR,Wendy Thompson d'Acme Supply à Chattanooga s'attend à ce que vous appeliez Ryan McGarvey et JP Gooderham cet après-midi. Nick DePrey attend également votre appel.,162,2.24
3840510415870801762,Google Cloud TTS,Neural2,names,fr-CA,Wendy Thompson d'Acme Supply à Chattanooga s'attend à ce que vous appeliez Ryan McGarvey et JP Gooderham cet après-midi. Nick DePrey attend également votre appel.,162,1.4
2522421358713697993,Google Cloud TTS,Neural2,names,TL,Inaasahan ni Wendy Thompson mula sa Acme Supply sa Chattanooga na tatawagan mo sina Ryan McGarvey at JP Gooderham ngayong hapon. Hinihintay din ni Nick DePrey ang iyong tawag.,175,0.82
6621310612526427831,Google Cloud TTS,Neural2,names,cmn-CN,查塔努加 Acme Supply 的 Wendy Thompson 希望您今天下午给 Ryan McGarvey 和 JP Gooderham 打电话。,76,0.4
5050122857417917918,Amazon Polly,Joanna,simple,en-US,Hello. how are you?,19,0.45
4723458336888268056,Amazon Polly,Joanna,simple,en-US,The quick brown fox jumps over the lazy dog.,44,0.27
2128046651204020937,Amazon Polly,Joanna,simple,en-US,Peter Piper picked a pack of pickled peppers.,45,0.28
3054432093940734666,Amazon Polly,Joanna,simple,es-ES,Hola. ¿Cómo estás?,18,0.28
4723853529125811642,Amazon Polly,Joanna,simple,es-ES,El rápido zorro marrón salta sobre el perro perezoso.,53,0.29
8057758260943132463,Amazon Polly,Joanna,simple,es-ES,Peter Piper eligió un paquete de pimientos encurtidos.,54,0.32
3054432093940734666,Amazon Polly,Joanna,simple,es-MX,Hola. ¿Cómo estás?,18,0.25
4723853529125811642,Amazon Polly,Joanna,simple,es-MX,El rápido zorro marrón salta sobre el perro perezoso.,53,0.3
2434116668182150157,Amazon Polly,Joanna,simple,es-MX,Peter Piper recogió un paquete de pimientos encurtidos.,55,0.3
3096082548956111691,Amazon Polly,Joanna,simple,pt-PT,Olá. Como você está?,20,0.28
7344035453137844556,Amazon Polly,Joanna,simple,pt-PT,A rápida raposa marrom pula sobre o cachorro preguiçoso.,56,0.33
846931482405541421,Amazon Polly,Joanna,simple,pt-PT,Peter Piper pegou um pacote de pimentos em conserva.,52,0.29
3145702015350118147,Amazon Polly,Joanna,simple,fr-FR,Bonjour. Comment allez-vous ?,29,0.26
8751335929790207219,Amazon Polly,Joanna,simple,fr-FR,Le rapide renard brun saute par-dessus le chien paresseux.,58,0.28
4433814219359917503,Amazon Polly,Joanna,simple,fr-FR,Peter Piper a cueilli un paquet de poivrons marinés.,52,0.27
3145702015350118147,Amazon Polly,Joanna,simple,fr-CA,Bonjour. Comment allez-vous ?,29,0.26
7754503853939528617,Amazon Polly,Joanna,simple,fr-CA,Le renard brun saute par-dessus le chien paresseux.,51,0.29
